sample	haplo_Skov	chrom	start	end	count_across_all_reg	ovrlp_across_all_reg	chr_st_end	total_overlap	total_in_reg
191121_FD09254763	191121_FD09254763_hap1	chr1	95645000	95709000	25	18	chr1.95581715.95682887	11	24
191121_FD09254763	191121_FD09254763_hap1	chr1	95645000	95709000	25	18	chr1.95686731.95708687	7	7
191121_FD09254763	191121_FD09254763_hap2	chr1	95645000	95709000	25	18	chr1.95581715.95682887	11	24
191121_FD09254763	191121_FD09254763_hap2	chr1	95645000	95709000	25	18	chr1.95686731.95708687	7	7
191121_FD09254787	191121_FD09254787_hap1	chr1	95645000	95709000	25	18	chr1.95581715.95682887	11	24
191121_FD09254787	191121_FD09254787_hap1	chr1	95645000	95709000	25	18	chr1.95686731.95708687	7	7
191121_FD09254788	191121_FD09254788_hap1	chr1	95646000	95688000	18	10	chr1.95581715.95682887	10	24
O517_DA_C001KLS	O517_DA_C001KLS_hap1	chr1	95687000	95736000	14	4	chr1.95686731.95708687	4	7
O517_DA_C001KMI	O517_DA_C001KMI_hap2	chr2	151053000	151093000	24	21	chr2.151055053.151127659	16	25
O517_DA_C001KMI	O517_DA_C001KMI_hap2	chr2	151053000	151093000	24	21	chr2.151077551.151194524	5	20
O517_DA_C001KMI	O517_DA_C001KMI_hap1	chr2	151070000	151170000	46	40	chr2.151055053.151127659	22	25
O517_DA_C001KMI	O517_DA_C001KMI_hap1	chr2	151070000	151170000	46	40	chr2.151077551.151194524	18	20
O517_DA_C001KN3	O517_DA_C001KN3_hap1	chr2	151075000	151199000	55	47	chr2.151077551.151194524	20	20
O517_DA_C001KN3	O517_DA_C001KN3_hap1	chr2	151075000	151199000	55	47	chr2.151131700.151198232	27	27
O517_DA_C001KMI	O517_DA_C001KMI_hap2	chr2	151120000	151170000	18	15	chr2.151055053.151127659	4	25
O517_DA_C001KMI	O517_DA_C001KMI_hap2	chr2	151120000	151170000	18	15	chr2.151077551.151194524	11	20
191121_FD09254786	191121_FD09254786_hap2	chr2	151126000	151170000	16	12	chr2.151077551.151194524	9	20
191121_FD09254786	191121_FD09254786_hap2	chr2	151126000	151170000	16	12	chr2.151131700.151198232	3	27
O517_DA_C001KML	O517_DA_C001KML_hap2	chr2	151126000	151170000	15	14	chr2.151077551.151194524	11	20
O517_DA_C001KML	O517_DA_C001KML_hap2	chr2	151126000	151170000	15	14	chr2.151131700.151198232	3	27
O517_DA_C001KN3	O517_DA_C001KN3_hap2	chr2	151126000	151176000	37	32	chr2.151077551.151194524	12	20
O517_DA_C001KN3	O517_DA_C001KN3_hap2	chr2	151126000	151176000	37	32	chr2.151131700.151198232	20	27
191121_FD09254772	191121_FD09254772_hap1	chr2	151126000	151199000	45	40	chr2.151077551.151194524	13	20
191121_FD09254772	191121_FD09254772_hap1	chr2	151126000	151199000	45	40	chr2.151131700.151198232	27	27
O517_DA_C001KL9	O517_DA_C001KL9_hap2	chr2	151126000	151199000	44	38	chr2.151077551.151194524	13	20
O517_DA_C001KL9	O517_DA_C001KL9_hap2	chr2	151126000	151199000	44	38	chr2.151131700.151198232	25	27
191121_FD09254788	191121_FD09254788_hap2	chr2	241800000	241868000	27	18	chr2.241811883.241869518	18	22
191121_FD09254796	191121_FD09254796_hap1	chr2	241800000	241868000	30	17	chr2.241811883.241869518	17	22
191121_FD09254826	191121_FD09254826_hap1	chr2	241800000	241868000	36	18	chr2.241811883.241869518	18	22
O517_DA_C001KLA	O517_DA_C001KLA_hap2	chr2	241800000	241868000	31	18	chr2.241811883.241869518	18	22
O517_DA_C001KLP	O517_DA_C001KLP_hap1	chr2	241800000	241868000	30	18	chr2.241811883.241869518	18	22
O517_DA_C001KMK	O517_DA_C001KMK_hap1	chr2	241800000	241868000	31	18	chr2.241811883.241869518	18	22
O517_DA_C001KMY	O517_DA_C001KMY_hap1	chr2	241800000	241868000	32	18	chr2.241811883.241869518	18	22
O517_DA_C001KNB	O517_DA_C001KNB_hap1	chr2	241800000	241868000	33	18	chr2.241811883.241869518	18	22
O517_DA_C001KNB	O517_DA_C001KNB_hap2	chr2	241800000	241868000	33	18	chr2.241811883.241869518	18	22
O517_DA_C001KNC	O517_DA_C001KNC_hap1	chr2	241800000	241868000	34	18	chr2.241811883.241869518	18	22
O517_DA_C001KNH	O517_DA_C001KNH_hap1	chr2	241800000	241868000	34	18	chr2.241811883.241869518	18	22
O517_DA_C001KNJ	O517_DA_C001KNJ_hap2	chr2	241800000	241868000	32	18	chr2.241811883.241869518	18	22
O517_DA_C002DBQ	O517_DA_C002DBQ_hap1	chr2	241800000	241868000	34	18	chr2.241811883.241869518	18	22
O517_DA_C001KMD	O517_DA_C001KMD_hap1	chr2	241800000	241869000	36	21	chr2.241811883.241869518	21	22
191121_FD09254811	191121_FD09254811_hap2	chr2	241801000	241823000	10	6	chr2.241811883.241869518	6	22
O517_DA_C002DBM	O517_DA_C002DBM_hap2	chr2	241801000	241856000	20	14	chr2.241811883.241869518	14	22
191121_FD09254754	191121_FD09254754_hap1	chr2	241801000	241868000	29	18	chr2.241811883.241869518	18	22
191121_FD09254754	191121_FD09254754_hap2	chr2	241801000	241868000	29	18	chr2.241811883.241869518	18	22
191121_FD09254801	191121_FD09254801_hap1	chr2	241801000	241868000	30	18	chr2.241811883.241869518	18	22
191121_FD09254801	191121_FD09254801_hap2	chr2	241801000	241868000	30	18	chr2.241811883.241869518	18	22
191121_FD09254802	191121_FD09254802_hap1	chr2	241801000	241868000	29	17	chr2.241811883.241869518	17	22
191121_FD09254804	191121_FD09254804_hap1	chr2	241801000	241868000	32	18	chr2.241811883.241869518	18	22
191121_FD09254817	191121_FD09254817_hap2	chr2	241801000	241868000	30	18	chr2.241811883.241869518	18	22
191121_FD09254820	191121_FD09254820_hap2	chr2	241801000	241868000	25	17	chr2.241811883.241869518	17	22
191121_FD09254833	191121_FD09254833_hap1	chr2	241801000	241868000	32	18	chr2.241811883.241869518	18	22
O517_DA_C001KM5	O517_DA_C001KM5_hap2	chr2	241801000	241868000	30	15	chr2.241811883.241869518	15	22
O517_DA_C001KMA	O517_DA_C001KMA_hap1	chr2	241801000	241868000	30	18	chr2.241811883.241869518	18	22
O517_DA_C001KMX	O517_DA_C001KMX_hap1	chr2	241801000	241868000	35	18	chr2.241811883.241869518	18	22
O517_DA_C001KMY	O517_DA_C001KMY_hap2	chr2	241801000	241868000	31	18	chr2.241811883.241869518	18	22
O517_DA_C001KNJ	O517_DA_C001KNJ_hap1	chr2	241801000	241868000	31	18	chr2.241811883.241869518	18	22
O517_DA_C002DCZ	O517_DA_C002DCZ_hap1	chr2	241801000	241868000	30	18	chr2.241811883.241869518	18	22
O517_DA_C001KLI	O517_DA_C001KLI_hap1	chr2	241801000	241869000	34	21	chr2.241811883.241869518	21	22
191121_FD09254818	191121_FD09254818_hap2	chr2	241802000	241823000	11	6	chr2.241811883.241869518	6	22
O517_DA_C001KL7	O517_DA_C001KL7_hap1	chr2	241802000	241856000	21	14	chr2.241811883.241869518	14	22
O517_DA_C001KLT	O517_DA_C001KLT_hap2	chr2	241802000	241856000	23	14	chr2.241811883.241869518	14	22
O517_DA_C002DBL	O517_DA_C002DBL_hap1	chr2	241802000	241856000	20	14	chr2.241811883.241869518	14	22
O517_DA_C002DBS	O517_DA_C002DBS_hap2	chr2	241802000	241856000	25	14	chr2.241811883.241869518	14	22
191121_FD09254748	191121_FD09254748_hap1	chr2	241802000	241868000	33	18	chr2.241811883.241869518	18	22
191121_FD09254763	191121_FD09254763_hap2	chr2	241802000	241868000	30	18	chr2.241811883.241869518	18	22
191121_FD09254777	191121_FD09254777_hap2	chr2	241802000	241868000	33	18	chr2.241811883.241869518	18	22
191121_FD09254809	191121_FD09254809_hap1	chr2	241802000	241868000	30	18	chr2.241811883.241869518	18	22
191121_FD09254827	191121_FD09254827_hap2	chr2	241802000	241868000	30	18	chr2.241811883.241869518	18	22
O517_DA_C001KLM	O517_DA_C001KLM_hap1	chr2	241802000	241868000	31	18	chr2.241811883.241869518	18	22
O517_DA_C001KLU	O517_DA_C001KLU_hap2	chr2	241802000	241868000	29	18	chr2.241811883.241869518	18	22
O517_DA_C001KLW	O517_DA_C001KLW_hap2	chr2	241802000	241868000	32	18	chr2.241811883.241869518	18	22
O517_DA_C001KLZ	O517_DA_C001KLZ_hap1	chr2	241802000	241868000	30	18	chr2.241811883.241869518	18	22
O517_DA_C001KLZ	O517_DA_C001KLZ_hap2	chr2	241802000	241868000	30	18	chr2.241811883.241869518	18	22
O517_DA_C001KM8	O517_DA_C001KM8_hap2	chr2	241802000	241868000	29	18	chr2.241811883.241869518	18	22
O517_DA_C002DBM	O517_DA_C002DBM_hap1	chr2	241802000	241869000	31	20	chr2.241811883.241869518	20	22
191121_FD09254746	191121_FD09254746_hap1	chr2	241804000	241868000	27	18	chr2.241811883.241869518	18	22
O517_DA_C001KMC	O517_DA_C001KMC_hap2	chr2	241805000	241827000	10	6	chr2.241811883.241869518	6	22
191121_FD09254748	191121_FD09254748_hap2	chr2	241805000	241868000	33	18	chr2.241811883.241869518	18	22
O517_DA_C001KMA	O517_DA_C001KMA_hap2	chr2	241805000	241868000	30	18	chr2.241811883.241869518	18	22
O517_DA_C001KMU	O517_DA_C001KMU_hap2	chr2	241805000	241868000	29	18	chr2.241811883.241869518	18	22
O517_DA_C001KMZ	O517_DA_C001KMZ_hap2	chr2	241805000	241868000	33	18	chr2.241811883.241869518	18	22
O517_DA_C001KNC	O517_DA_C001KNC_hap2	chr2	241805000	241868000	33	18	chr2.241811883.241869518	18	22
O517_DA_C001KNE	O517_DA_C001KNE_hap1	chr2	241805000	241868000	28	18	chr2.241811883.241869518	18	22
191121_FD09254772	191121_FD09254772_hap2	chr2	241805000	241869000	32	21	chr2.241811883.241869518	21	22
191121_FD09254771	191121_FD09254771_hap2	chr2	241806000	241868000	32	18	chr2.241811883.241869518	18	22
191121_FD09254780	191121_FD09254780_hap2	chr2	241807000	241868000	31	18	chr2.241811883.241869518	18	22
O517_DA_C001KN8	O517_DA_C001KN8_hap2	chr2	241807000	241868000	28	18	chr2.241811883.241869518	18	22
O517_DA_C001KMN	O517_DA_C001KMN_hap1	chr2	241808000	241867000	22	15	chr2.241811883.241869518	15	22
191121_FD09254835	191121_FD09254835_hap1	chr2	241808000	241868000	32	18	chr2.241811883.241869518	18	22
O517_DA_C001KM8	O517_DA_C001KM8_hap1	chr2	241808000	241868000	28	18	chr2.241811883.241869518	18	22
O517_DA_C001KMZ	O517_DA_C001KMZ_hap1	chr2	241808000	241868000	32	18	chr2.241811883.241869518	18	22
O517_DA_C001KN3	O517_DA_C001KN3_hap1	chr2	241808000	241868000	31	18	chr2.241811883.241869518	18	22
O517_DA_C001KN7	O517_DA_C001KN7_hap1	chr2	241808000	241868000	28	18	chr2.241811883.241869518	18	22
O517_DA_C002DCC	O517_DA_C002DCC_hap1	chr2	241809000	241816000	6	4	chr2.241811883.241869518	4	22
O517_DA_C001KL4	O517_DA_C001KL4_hap1	chr2	241809000	241826000	9	6	chr2.241811883.241869518	6	22
191121_FD09254819	191121_FD09254819_hap2	chr2	241809000	241830000	9	6	chr2.241811883.241869518	6	22
O517_DA_C001KN6	O517_DA_C001KN6_hap2	chr2	241809000	241853000	16	11	chr2.241811883.241869518	11	22
O517_DA_C001KLG	O517_DA_C001KLG_hap1	chr2	241809000	241856000	21	14	chr2.241811883.241869518	14	22
O517_DA_C002DBK	O517_DA_C002DBK_hap2	chr2	241809000	241856000	21	14	chr2.241811883.241869518	14	22
O517_DA_C002DCX	O517_DA_C002DCX_hap1	chr2	241809000	241856000	20	14	chr2.241811883.241869518	14	22
O517_DA_C002DD4	O517_DA_C002DD4_hap1	chr2	241809000	241856000	19	14	chr2.241811883.241869518	14	22
191121_FD09254746	191121_FD09254746_hap2	chr2	241809000	241868000	26	18	chr2.241811883.241869518	18	22
191121_FD09254747	191121_FD09254747_hap1	chr2	241809000	241868000	31	18	chr2.241811883.241869518	18	22
191121_FD09254755	191121_FD09254755_hap1	chr2	241809000	241868000	28	18	chr2.241811883.241869518	18	22
191121_FD09254755	191121_FD09254755_hap2	chr2	241809000	241868000	28	18	chr2.241811883.241869518	18	22
191121_FD09254764	191121_FD09254764_hap2	chr2	241809000	241868000	27	18	chr2.241811883.241869518	18	22
191121_FD09254771	191121_FD09254771_hap1	chr2	241809000	241868000	31	18	chr2.241811883.241869518	18	22
191121_FD09254779	191121_FD09254779_hap1	chr2	241809000	241868000	29	18	chr2.241811883.241869518	18	22
191121_FD09254779	191121_FD09254779_hap2	chr2	241809000	241868000	29	18	chr2.241811883.241869518	18	22
191121_FD09254780	191121_FD09254780_hap1	chr2	241809000	241868000	31	18	chr2.241811883.241869518	18	22
191121_FD09254787	191121_FD09254787_hap2	chr2	241809000	241868000	28	18	chr2.241811883.241869518	18	22
191121_FD09254793	191121_FD09254793_hap1	chr2	241809000	241868000	30	18	chr2.241811883.241869518	18	22
191121_FD09254794	191121_FD09254794_hap1	chr2	241809000	241868000	30	18	chr2.241811883.241869518	18	22
191121_FD09254794	191121_FD09254794_hap2	chr2	241809000	241868000	30	18	chr2.241811883.241869518	18	22
191121_FD09254795	191121_FD09254795_hap1	chr2	241809000	241868000	27	18	chr2.241811883.241869518	18	22
191121_FD09254795	191121_FD09254795_hap2	chr2	241809000	241868000	27	18	chr2.241811883.241869518	18	22
191121_FD09254796	191121_FD09254796_hap2	chr2	241809000	241868000	28	17	chr2.241811883.241869518	17	22
191121_FD09254803	191121_FD09254803_hap1	chr2	241809000	241868000	28	18	chr2.241811883.241869518	18	22
191121_FD09254803	191121_FD09254803_hap2	chr2	241809000	241868000	28	18	chr2.241811883.241869518	18	22
191121_FD09254804	191121_FD09254804_hap2	chr2	241809000	241868000	31	18	chr2.241811883.241869518	18	22
191121_FD09254809	191121_FD09254809_hap2	chr2	241809000	241868000	29	18	chr2.241811883.241869518	18	22
191121_FD09254810	191121_FD09254810_hap1	chr2	241809000	241868000	30	18	chr2.241811883.241869518	18	22
191121_FD09254810	191121_FD09254810_hap2	chr2	241809000	241868000	30	18	chr2.241811883.241869518	18	22
191121_FD09254812	191121_FD09254812_hap2	chr2	241809000	241868000	30	18	chr2.241811883.241869518	18	22
191121_FD09254826	191121_FD09254826_hap2	chr2	241809000	241868000	34	18	chr2.241811883.241869518	18	22
191121_FD09254833	191121_FD09254833_hap2	chr2	241809000	241868000	31	18	chr2.241811883.241869518	18	22
191121_FD09254834	191121_FD09254834_hap2	chr2	241809000	241868000	28	18	chr2.241811883.241869518	18	22
O517_DA_C001KLA	O517_DA_C001KLA_hap1	chr2	241809000	241868000	29	18	chr2.241811883.241869518	18	22
O517_DA_C001KLC	O517_DA_C001KLC_hap1	chr2	241809000	241868000	31	18	chr2.241811883.241869518	18	22
O517_DA_C001KLD	O517_DA_C001KLD_hap2	chr2	241809000	241868000	31	18	chr2.241811883.241869518	18	22
O517_DA_C001KLE	O517_DA_C001KLE_hap2	chr2	241809000	241868000	31	17	chr2.241811883.241869518	17	22
O517_DA_C001KLF	O517_DA_C001KLF_hap1	chr2	241809000	241868000	28	18	chr2.241811883.241869518	18	22
O517_DA_C001KLP	O517_DA_C001KLP_hap2	chr2	241809000	241868000	28	18	chr2.241811883.241869518	18	22
O517_DA_C001KLQ	O517_DA_C001KLQ_hap1	chr2	241809000	241868000	30	18	chr2.241811883.241869518	18	22
O517_DA_C001KLQ	O517_DA_C001KLQ_hap2	chr2	241809000	241868000	30	18	chr2.241811883.241869518	18	22
O517_DA_C001KLV	O517_DA_C001KLV_hap2	chr2	241809000	241868000	26	18	chr2.241811883.241869518	18	22
O517_DA_C001KLX	O517_DA_C001KLX_hap1	chr2	241809000	241868000	27	16	chr2.241811883.241869518	16	22
O517_DA_C001KM4	O517_DA_C001KM4_hap1	chr2	241809000	241868000	29	18	chr2.241811883.241869518	18	22
O517_DA_C001KM6	O517_DA_C001KM6_hap1	chr2	241809000	241868000	32	18	chr2.241811883.241869518	18	22
O517_DA_C001KMF	O517_DA_C001KMF_hap1	chr2	241809000	241868000	29	18	chr2.241811883.241869518	18	22
O517_DA_C001KMG	O517_DA_C001KMG_hap1	chr2	241809000	241868000	31	18	chr2.241811883.241869518	18	22
O517_DA_C001KMG	O517_DA_C001KMG_hap2	chr2	241809000	241868000	31	18	chr2.241811883.241869518	18	22
O517_DA_C001KMJ	O517_DA_C001KMJ_hap1	chr2	241809000	241868000	31	18	chr2.241811883.241869518	18	22
O517_DA_C001KML	O517_DA_C001KML_hap1	chr2	241809000	241868000	29	18	chr2.241811883.241869518	18	22
O517_DA_C001KML	O517_DA_C001KML_hap2	chr2	241809000	241868000	29	18	chr2.241811883.241869518	18	22
O517_DA_C001KMR	O517_DA_C001KMR_hap1	chr2	241809000	241868000	30	18	chr2.241811883.241869518	18	22
O517_DA_C001KMR	O517_DA_C001KMR_hap2	chr2	241809000	241868000	30	18	chr2.241811883.241869518	18	22
O517_DA_C001KMU	O517_DA_C001KMU_hap1	chr2	241809000	241868000	28	18	chr2.241811883.241869518	18	22
O517_DA_C001KN0	O517_DA_C001KN0_hap2	chr2	241809000	241868000	26	18	chr2.241811883.241869518	18	22
O517_DA_C001KN2	O517_DA_C001KN2_hap1	chr2	241809000	241868000	28	18	chr2.241811883.241869518	18	22
O517_DA_C001KN3	O517_DA_C001KN3_hap2	chr2	241809000	241868000	31	18	chr2.241811883.241869518	18	22
O517_DA_C001KN7	O517_DA_C001KN7_hap2	chr2	241809000	241868000	28	18	chr2.241811883.241869518	18	22
O517_DA_C001KN8	O517_DA_C001KN8_hap1	chr2	241809000	241868000	28	18	chr2.241811883.241869518	18	22
O517_DA_C001KN9	O517_DA_C001KN9_hap1	chr2	241809000	241868000	28	17	chr2.241811883.241869518	17	22
O517_DA_C001KNE	O517_DA_C001KNE_hap2	chr2	241809000	241868000	27	18	chr2.241811883.241869518	18	22
O517_DA_C001KNG	O517_DA_C001KNG_hap1	chr2	241809000	241868000	29	18	chr2.241811883.241869518	18	22
O517_DA_C001KNK	O517_DA_C001KNK_hap1	chr2	241809000	241868000	32	18	chr2.241811883.241869518	18	22
O517_DA_C001KNK	O517_DA_C001KNK_hap2	chr2	241809000	241868000	32	18	chr2.241811883.241869518	18	22
O517_DA_C001KNN	O517_DA_C001KNN_hap1	chr2	241809000	241868000	31	18	chr2.241811883.241869518	18	22
O517_DA_C001KNN	O517_DA_C001KNN_hap2	chr2	241809000	241868000	31	18	chr2.241811883.241869518	18	22
O517_DA_C001PIU	O517_DA_C001PIU_hap1	chr2	241809000	241868000	27	18	chr2.241811883.241869518	18	22
O517_DA_C001PIU	O517_DA_C001PIU_hap2	chr2	241809000	241868000	27	18	chr2.241811883.241869518	18	22
O517_DA_C002DBP	O517_DA_C002DBP_hap2	chr2	241809000	241868000	28	18	chr2.241811883.241869518	18	22
O517_DA_C002DBW	O517_DA_C002DBW_hap2	chr2	241809000	241868000	29	18	chr2.241811883.241869518	18	22
O517_DA_C001KL7	O517_DA_C001KL7_hap2	chr2	241809000	241869000	27	20	chr2.241811883.241869518	20	22
O517_DA_C001KLG	O517_DA_C001KLG_hap2	chr2	241809000	241869000	33	20	chr2.241811883.241869518	20	22
O517_DA_C001KNM	O517_DA_C001KNM_hap2	chr2	241809000	241869000	37	21	chr2.241811883.241869518	21	22
O517_DA_C001PIT	O517_DA_C001PIT_hap1	chr2	241809000	241869000	35	21	chr2.241811883.241869518	21	22
O517_DA_C002DBX	O517_DA_C002DBX_hap2	chr2	241809000	241869000	33	21	chr2.241811883.241869518	21	22
O517_DA_C002DD4	O517_DA_C002DD4_hap2	chr2	241809000	241869000	24	19	chr2.241811883.241869518	19	22
O517_DA_C001KLH	O517_DA_C001KLH_hap1	chr2	241810000	241815000	5	4	chr2.241811883.241869518	4	22
191121_FD09254756	191121_FD09254756_hap2	chr2	241810000	241858000	19	14	chr2.241811883.241869518	14	22
191121_FD09254747	191121_FD09254747_hap2	chr2	241810000	241868000	31	18	chr2.241811883.241869518	18	22
191121_FD09254762	191121_FD09254762_hap1	chr2	241810000	241868000	31	18	chr2.241811883.241869518	18	22
191121_FD09254762	191121_FD09254762_hap2	chr2	241810000	241868000	31	18	chr2.241811883.241869518	18	22
191121_FD09254786	191121_FD09254786_hap2	chr2	241810000	241868000	30	18	chr2.241811883.241869518	18	22
191121_FD09254787	191121_FD09254787_hap1	chr2	241810000	241868000	28	18	chr2.241811883.241869518	18	22
191121_FD09254793	191121_FD09254793_hap2	chr2	241810000	241868000	30	18	chr2.241811883.241869518	18	22
191121_FD09254827	191121_FD09254827_hap1	chr2	241810000	241868000	29	18	chr2.241811883.241869518	18	22
O517_DA_C001KLM	O517_DA_C001KLM_hap2	chr2	241810000	241868000	30	18	chr2.241811883.241869518	18	22
O517_DA_C001KLO	O517_DA_C001KLO_hap1	chr2	241810000	241868000	26	16	chr2.241811883.241869518	16	22
O517_DA_C001KLU	O517_DA_C001KLU_hap1	chr2	241810000	241868000	28	18	chr2.241811883.241869518	18	22
O517_DA_C001KM6	O517_DA_C001KM6_hap2	chr2	241810000	241868000	32	18	chr2.241811883.241869518	18	22
O517_DA_C001KMC	O517_DA_C001KMC_hap1	chr2	241810000	241868000	29	18	chr2.241811883.241869518	18	22
O517_DA_C001KME	O517_DA_C001KME_hap1	chr2	241810000	241868000	30	18	chr2.241811883.241869518	18	22
O517_DA_C001KME	O517_DA_C001KME_hap2	chr2	241810000	241868000	30	18	chr2.241811883.241869518	18	22
O517_DA_C001KMF	O517_DA_C001KMF_hap2	chr2	241810000	241868000	29	18	chr2.241811883.241869518	18	22
O517_DA_C001KMJ	O517_DA_C001KMJ_hap2	chr2	241810000	241868000	31	18	chr2.241811883.241869518	18	22
O517_DA_C001KMK	O517_DA_C001KMK_hap2	chr2	241810000	241868000	29	18	chr2.241811883.241869518	18	22
O517_DA_C001KMP	O517_DA_C001KMP_hap1	chr2	241810000	241868000	30	18	chr2.241811883.241869518	18	22
O517_DA_C001KMP	O517_DA_C001KMP_hap2	chr2	241810000	241868000	30	18	chr2.241811883.241869518	18	22
O517_DA_C002DCX	O517_DA_C002DCX_hap2	chr2	241810000	241869000	31	21	chr2.241811883.241869518	21	22
191121_FD09254819	191121_FD09254819_hap2	chr2	241835000	241868000	18	11	chr2.241811883.241869518	11	22
O517_DA_C001KMC	O517_DA_C001KMC_hap2	chr2	241839000	241868000	20	12	chr2.241811883.241869518	12	22
O517_DA_C001KL9	O517_DA_C001KL9_hap2	chr2	241840000	241868000	24	12	chr2.241811883.241869518	12	22
O517_DA_C001KLS	O517_DA_C001KLS_hap1	chr2	241840000	241868000	18	11	chr2.241811883.241869518	11	22
O517_DA_C001KLW	O517_DA_C001KLW_hap1	chr2	241840000	241868000	21	12	chr2.241811883.241869518	12	22
O517_DA_C002DBP	O517_DA_C002DBP_hap1	chr2	241840000	241868000	20	12	chr2.241811883.241869518	12	22
O517_DA_C001KLI	O517_DA_C001KLI_hap2	chr2	241840000	241869000	23	15	chr2.241811883.241869518	15	22
O517_DA_C002DAV	O517_DA_C002DAV_hap1	chr2	241840000	241870000	23	16	chr2.241811883.241869518	16	22
O517_DA_C002DCC	O517_DA_C002DCC_hap2	chr2	241841000	241856000	10	8	chr2.241811883.241869518	8	22
191121_FD09254811	191121_FD09254811_hap1	chr2	241841000	241868000	19	12	chr2.241811883.241869518	12	22
O517_DA_C001KLC	O517_DA_C001KLC_hap2	chr2	241841000	241868000	21	12	chr2.241811883.241869518	12	22
191121_FD09254818	191121_FD09254818_hap1	chr2	241841000	241869000	22	15	chr2.241811883.241869518	15	22
O517_DA_C001KLY	O517_DA_C001KLY_hap1	chr2	241841000	241869000	17	12	chr2.241811883.241869518	12	22
191121_FD09254777	191121_FD09254777_hap1	chr2	241844000	241868000	19	10	chr2.241811883.241869518	10	22
191121_FD09254819	191121_FD09254819_hap1	chr2	241844000	241868000	17	10	chr2.241811883.241869518	10	22
191121_FD09254834	191121_FD09254834_hap1	chr2	241844000	241868000	17	10	chr2.241811883.241869518	10	22
O517_DA_C001KNA	O517_DA_C001KNA_hap1	chr2	241844000	241869000	21	13	chr2.241811883.241869518	13	22
O517_DA_C001KNH	O517_DA_C001KNH_hap2	chr2	241845000	241868000	20	10	chr2.241811883.241869518	10	22
O517_DA_C001KL4	O517_DA_C001KL4_hap2	chr2	241846000	241868000	11	8	chr2.241811883.241869518	8	22
O517_DA_C001KL3	O517_DA_C001KL3_hap2	chr2	241863000	241868000	10	4	chr2.241811883.241869518	4	22
O517_DA_C001KN2	O517_DA_C001KN2_hap2	chr2	241863000	241868000	8	4	chr2.241811883.241869518	4	22
O517_DA_C001KN9	O517_DA_C001KN9_hap2	chr2	241863000	241868000	8	4	chr2.241811883.241869518	4	22
O517_DA_C001KN6	O517_DA_C001KN6_hap1	chr2	241863000	241869000	8	6	chr2.241811883.241869518	6	22
191121_FD09254787	191121_FD09254787_hap2	chr3	13013000	13059000	37	12	chr3.13030438.13112013	12	38
O517_DA_C001KML	O517_DA_C001KML_hap1	chr3	13014000	13113000	46	30	chr3.13030438.13112013	30	38
O517_DA_C001KL7	O517_DA_C001KL7_hap2	chr3	13027000	13071000	24	18	chr3.13030438.13112013	18	38
O517_DA_C001KLI	O517_DA_C001KLI_hap1	chr3	13027000	13071000	23	16	chr3.13030438.13112013	16	38
O517_DA_C001KLN	O517_DA_C001KLN_hap1	chr3	13027000	13071000	23	15	chr3.13030438.13112013	15	38
O517_DA_C001KLR	O517_DA_C001KLR_hap1	chr3	13027000	13071000	22	16	chr3.13030438.13112013	16	38
O517_DA_C001KM6	O517_DA_C001KM6_hap1	chr3	13027000	13071000	24	16	chr3.13030438.13112013	16	38
O517_DA_C001KNM	O517_DA_C001KNM_hap1	chr3	13027000	13071000	20	16	chr3.13030438.13112013	16	38
O517_DA_C001PIT	O517_DA_C001PIT_hap1	chr3	13027000	13071000	21	16	chr3.13030438.13112013	16	38
O517_DA_C001PIT	O517_DA_C001PIT_hap2	chr3	13027000	13071000	21	16	chr3.13030438.13112013	16	38
O517_DA_C002DBM	O517_DA_C002DBM_hap1	chr3	13027000	13071000	22	16	chr3.13030438.13112013	16	38
O517_DA_C001KL7	O517_DA_C001KL7_hap1	chr3	13028000	13057000	17	14	chr3.13030438.13112013	14	38
191121_FD09254793	191121_FD09254793_hap2	chr3	13028000	13112000	59	38	chr3.13030438.13112013	32	38
191121_FD09254793	191121_FD09254793_hap2	chr3	13028000	13112000	59	38	chr3.13089289.13107820	6	6
O517_DA_C001KNT	O517_DA_C001KNT_hap2	chr3	13028000	13169000	71	47	chr3.13030438.13112013	28	38
O517_DA_C001KNT	O517_DA_C001KNT_hap2	chr3	13028000	13169000	71	47	chr3.13114932.13145060	12	13
O517_DA_C001KNT	O517_DA_C001KNT_hap2	chr3	13028000	13169000	71	47	chr3.13132090.13174330	7	10
O517_DA_C001KMO	O517_DA_C001KMO_hap2	chr3	13029000	13042000	10	8	chr3.13030438.13112013	8	38
191121_FD09254772	191121_FD09254772_hap2	chr3	13029000	13056000	18	14	chr3.13030438.13112013	14	38
191121_FD09254795	191121_FD09254795_hap1	chr3	13029000	13056000	16	12	chr3.13030438.13112013	12	38
191121_FD09254809	191121_FD09254809_hap2	chr3	13029000	13056000	15	12	chr3.13030438.13112013	12	38
191121_FD09254810	191121_FD09254810_hap1	chr3	13029000	13056000	15	12	chr3.13030438.13112013	12	38
O517_DA_C001KL9	O517_DA_C001KL9_hap2	chr3	13029000	13056000	16	12	chr3.13030438.13112013	12	38
O517_DA_C001KNN	O517_DA_C001KNN_hap1	chr3	13029000	13056000	17	14	chr3.13030438.13112013	14	38
O517_DA_C001KNP	O517_DA_C001KNP_hap1	chr3	13029000	13056000	16	12	chr3.13030438.13112013	12	38
