sample	haplo_Skov	chrom	start	end	CHR	START	END	ovelap	length_Skov	ratio	length	state	mean_prob	snps	admixpopvariants	AltaiNeandertal	Chagyrskaya-Phalanx	Denisova	Vindija33.19	chr_st_end_Skov	SNP	Introgression	plain_origin	pop	chr_st_end
O517_DA_C001KMF	O517_DA_C001KMF_hap1	chr12	103834000	103879000	12	103783315	104121479	45000	45000	1	46000	Archaic	0.90833	28	17	0	0	17	0	12.103834000.103879000	103794720	Denisova	Denisova	LL	chr12.103839272.104061448
O517_DA_C001KMJ	O517_DA_C001KMJ_hap2	chr12	103834000	103878000	12	103783315	104121479	44000	44000	1	45000	Archaic	0.94718	33	19	0	0	19	0	12.103834000.103878000	103794720	Denisova	Denisova	LL	chr12.103839272.104061448
O517_DA_C001KMN	O517_DA_C001KMN_hap2	chr12	103835000	103878000	12	103783315	104121479	43000	43000	1	44000	Archaic	0.93152	29	16	0	0	16	0	12.103835000.103878000	103794720	Denisova	Denisova	LL	chr12.103839272.104061448
O517_DA_C001KMP	O517_DA_C001KMP_hap2	chr12	103826000	103879000	12	103783315	104121479	53000	53000	1	54000	Archaic	0.85944	30	17	0	0	17	0	12.103826000.103879000	103794720	Denisova	Denisova	LL	chr12.103839272.104061448
O517_DA_C001KN0	O517_DA_C001KN0_hap1	chr12	103895000	104062000	12	103783315	104121479	167000	167000	1	168000	Archaic	0.9751	56	19	4	3	19	4	12.103895000.104062000	103794720	Denisova	Denisova	LL	chr12.103839272.104061448
O517_DA_C001KN8	O517_DA_C001KN8_hap2	chr12	103837000	103878000	12	103783315	104121479	41000	41000	1	42000	Archaic	0.93223	28	17	0	0	17	0	12.103837000.103878000	103794720	Denisova	Denisova	LL	chr12.103839272.104061448
O517_DA_C001KNC	O517_DA_C001KNC_hap1	chr12	103834000	103879000	12	103783315	104121479	45000	45000	1	46000	Archaic	0.94086	32	19	0	0	19	0	12.103834000.103879000	103794720	Denisova	Denisova	LL	chr12.103839272.104061448
O517_DA_C001KNG	O517_DA_C001KNG_hap1	chr12	103832000	103879000	12	103783315	104121479	47000	47000	1	48000	Archaic	0.9303	33	19	0	0	19	0	12.103832000.103879000	103794720	Denisova	Denisova	LL	chr12.103839272.104061448
O517_DA_C001KNK	O517_DA_C001KNK_hap1	chr12	103834000	103876000	12	103783315	104121479	42000	42000	1	43000	Archaic	0.92168	28	17	0	0	17	0	12.103834000.103876000	103794720	Denisova	Denisova	LL	chr12.103839272.104061448
O517_DA_C001KNN	O517_DA_C001KNN_hap2	chr12	103970000	104066000	12	103783315	104121479	96000	96000	1	97000	Archaic	0.93419	34	11	0	0	11	0	12.103970000.104066000	103794720	Denisova	Denisova	HL	chr12.103839272.104061448
O517_DA_C001KNP	O517_DA_C001KNP_hap1	chr12	103838000	103879000	12	103783315	104121479	41000	41000	1	42000	Archaic	0.94346	29	17	0	0	17	0	12.103838000.103879000	103794720	Denisova	Denisova	HL	chr12.103839272.104061448
O517_DA_C001KNP	O517_DA_C001KNP_hap1	chr12	103895000	104062000	12	103783315	104121479	167000	167000	1	168000	Archaic	0.97704	57	19	4	3	19	4	12.103895000.104062000	103794720	Denisova	Denisova	HL	chr12.103839272.104061448
O517_DA_C001PIT	O517_DA_C001PIT_hap1	chr12	103895000	104062000	12	103783315	104121479	167000	167000	1	168000	Archaic	0.96224	59	19	4	3	19	4	12.103895000.104062000	103794720	Denisova	Denisova	HL	chr12.103839272.104061448
O517_DA_C001PIV	O517_DA_C001PIV_hap1	chr12	103836000	103878000	12	103783315	104121479	42000	42000	1	43000	Archaic	0.92663	28	16	0	0	16	0	12.103836000.103878000	103794720	Denisova	Denisova	HL	chr12.103839272.104061448
O517_DA_C002DBL	O517_DA_C002DBL_hap1	chr12	103838000	103879000	12	103783315	104121479	41000	41000	1	42000	Archaic	0.94479	30	17	0	0	17	0	12.103838000.103879000	103794720	Denisova	Denisova	HL	chr12.103839272.104061448
O517_DA_C002DBL	O517_DA_C002DBL_hap2	chr12	103895000	104063000	12	103783315	104121479	168000	168000	1	169000	Archaic	0.95998	59	19	4	3	19	4	12.103895000.104063000	103794720	Denisova	Denisova	HL	chr12.103839272.104061448
O517_DA_C002DBM	O517_DA_C002DBM_hap1	chr12	103895000	104062000	12	103783315	104121479	167000	167000	1	168000	Archaic	0.96046	58	19	4	3	19	4	12.103895000.104062000	103794720	Denisova	Denisova	HL	chr12.103839272.104061448
O517_DA_C002DBP	O517_DA_C002DBP_hap2	chr12	103832000	103878000	12	103783315	104121479	46000	46000	1	47000	Archaic	0.93085	32	17	0	0	17	0	12.103832000.103878000	103794720	Denisova	Denisova	HL	chr12.103839272.104061448
O517_DA_C002DBQ	O517_DA_C002DBQ_hap1	chr12	103837000	103878000	12	103783315	104121479	41000	41000	1	42000	Archaic	0.9338	28	17	0	0	17	0	12.103837000.103878000	103794720	Denisova	Denisova	HL	chr12.103839272.104061448
O517_DA_C002DBQ	O517_DA_C002DBQ_hap2	chr12	103896000	104062000	12	103783315	104121479	166000	166000	1	167000	Archaic	0.95938	60	19	4	3	19	4	12.103896000.104062000	103794720	Denisova	Denisova	HL	chr12.103839272.104061448
O517_DA_C002DBS	O517_DA_C002DBS_hap2	chr12	103836000	103878000	12	103783315	104121479	42000	42000	1	43000	Archaic	0.94042	32	17	0	0	17	0	12.103836000.103878000	103794720	Denisova	Denisova	HL	chr12.103839272.104061448
O517_DA_C002DBS	O517_DA_C002DBS_hap2	chr12	103895000	104062000	12	103783315	104121479	167000	167000	1	168000	Archaic	0.96032	61	19	4	3	19	4	12.103895000.104062000	103794720	Denisova	Denisova	HL	chr12.103839272.104061448
O517_DA_C002DBW	O517_DA_C002DBW_hap1	chr12	103832000	103878000	12	103783315	104121479	46000	46000	1	47000	Archaic	0.9309	32	17	0	0	17	0	12.103832000.103878000	103794720	Denisova	Denisova	HL	chr12.103839272.104061448
O517_DA_C002DBW	O517_DA_C002DBW_hap2	chr12	103835000	103878000	12	103783315	104121479	43000	43000	1	44000	Archaic	0.93181	31	17	0	0	17	0	12.103835000.103878000	103794720	Denisova	Denisova	HL	chr12.103839272.104061448
O517_DA_C002DBW	O517_DA_C002DBW_hap2	chr12	103895000	104062000	12	103783315	104121479	167000	167000	1	168000	Archaic	0.9774	60	19	4	3	19	4	12.103895000.104062000	103794720	Denisova	Denisova	HL	chr12.103839272.104061448
O517_DA_C002DBX	O517_DA_C002DBX_hap2	chr12	103895000	104062000	12	103783315	104121479	167000	167000	1	168000	Archaic	0.9588	59	19	4	3	19	4	12.103895000.104062000	103794720	Denisova	Denisova	HL	chr12.103839272.104061448
O517_DA_C002DCC	O517_DA_C002DCC_hap2	chr12	103836000	103879000	12	103783315	104121479	43000	43000	1	44000	Archaic	0.92036	28	17	0	0	17	0	12.103836000.103879000	103794720	Denisova	Denisova	HL	chr12.103839272.104061448
O517_DA_C002DCC	O517_DA_C002DCC_hap2	chr12	103895000	104062000	12	103783315	104121479	167000	167000	1	168000	Archaic	0.96217	60	19	4	3	19	4	12.103895000.104062000	103794720	Denisova	Denisova	HL	chr12.103839272.104061448
O517_DA_C002DCX	O517_DA_C002DCX_hap2	chr12	103910000	104062000	12	103783315	104121479	152000	152000	1	153000	Archaic	0.95958	57	18	4	3	18	4	12.103910000.104062000	103794720	Denisova	Denisova	HL	chr12.103839272.104061448
O517_DA_C002DCZ	O517_DA_C002DCZ_hap1	chr12	103910000	104062000	12	103783315	104121479	152000	152000	1	153000	Archaic	0.96247	56	18	4	3	18	4	12.103910000.104062000	103794720	Denisova	Denisova	HL	chr12.103839272.104061448
O517_DA_C002DCZ	O517_DA_C002DCZ_hap2	chr12	103898000	104062000	12	103783315	104121479	164000	164000	1	165000	Archaic	0.96594	60	19	4	3	19	4	12.103898000.104062000	103794720	Denisova	Denisova	HL	chr12.103839272.104061448
191121_FD09254777	191121_FD09254777_hap1	chr12	120357000	120395000	12	120353731	120666335	38000	38000	1	39000	Archaic	0.93041	14	5	1	5	1	1	12.120357000.120395000	120431276	.	ambiguous	LL	chr12.120368947.120395906
191121_FD09254793	191121_FD09254793_hap2	chr12	120357000	120395000	12	120353731	120666335	38000	38000	1	39000	Archaic	0.92663	12	5	1	5	1	1	12.120357000.120395000	120431276	.	ambiguous	LL	chr12.120368947.120395906
191121_FD09254794	191121_FD09254794_hap2	chr12	120357000	120395000	12	120353731	120666335	38000	38000	1	39000	Archaic	0.93451	14	5	1	5	1	1	12.120357000.120395000	120431276	.	ambiguous	LL	chr12.120368947.120395906
191121_FD09254803	191121_FD09254803_hap1	chr12	120357000	120399000	12	120353731	120666335	42000	42000	1	43000	Archaic	0.9415	13	5	1	5	1	1	12.120357000.120399000	120431276	.	ambiguous	LL	chr12.120368947.120395906
191121_FD09254804	191121_FD09254804_hap2	chr12	120354000	120395000	12	120353731	120666335	41000	41000	1	42000	Archaic	0.91346	14	5	1	5	1	1	12.120354000.120395000	120431276	.	ambiguous	LL	chr12.120368947.120395906
191121_FD09254825	191121_FD09254825_hap2	chr12	120357000	120395000	12	120353731	120666335	38000	38000	1	39000	Archaic	0.93198	14	5	1	5	1	1	12.120357000.120395000	120431276	.	ambiguous	LL	chr12.120368947.120395906
O517_DA_C001KL4	O517_DA_C001KL4_hap2	chr12	120357000	120392000	12	120353731	120666335	35000	35000	1	36000	Archaic	0.9214	10	2	0	2	0	0	12.120357000.120392000	120431276	.	ambiguous	HL	chr12.120368947.120395906
O517_DA_C001KL9	O517_DA_C001KL9_hap2	chr12	120357000	120401000	12	120353731	120666335	44000	44000	1	45000	Archaic	0.90735	15	5	1	5	1	1	12.120357000.120401000	120431276	.	ambiguous	HL	chr12.120368947.120395906
O517_DA_C001KLG	O517_DA_C001KLG_hap1	chr12	120357000	120390000	12	120353731	120666335	33000	33000	1	34000	Archaic	0.95859	13	4	1	4	0	1	12.120357000.120390000	120431276	.	Neandertal	HL	chr12.120368947.120395906
O517_DA_C001KLN	O517_DA_C001KLN_hap1	chr12	120357000	120398000	12	120353731	120666335	41000	41000	1	42000	Archaic	0.93832	14	4	1	4	1	1	12.120357000.120398000	120431276	.	ambiguous	HL	chr12.120368947.120395906
O517_DA_C001KLN	O517_DA_C001KLN_hap2	chr12	120357000	120398000	12	120353731	120666335	41000	41000	1	42000	Archaic	0.93833	14	4	1	4	1	1	12.120357000.120398000	120431276	.	ambiguous	HL	chr12.120368947.120395906
O517_DA_C001KM0	O517_DA_C001KM0_hap1	chr12	120357000	120398000	12	120353731	120666335	41000	41000	1	42000	Archaic	0.9384	14	4	1	4	1	1	12.120357000.120398000	120431276	.	ambiguous	HL	chr12.120368947.120395906
O517_DA_C001KMF	O517_DA_C001KMF_hap2	chr12	120357000	120388000	12	120353731	120666335	31000	31000	1	32000	Archaic	0.95608	13	3	1	3	0	1	12.120357000.120388000	120431276	.	Neandertal	LL	chr12.120368947.120395906
O517_DA_C001KMI	O517_DA_C001KMI_hap1	chr12	120357000	120391000	12	120353731	120666335	34000	34000	1	35000	Archaic	0.94819	13	4	1	4	0	1	12.120357000.120391000	120431276	.	Neandertal	LL	chr12.120368947.120395906
O517_DA_C001KN8	O517_DA_C001KN8_hap1	chr12	120357000	120395000	12	120353731	120666335	38000	38000	1	39000	Archaic	0.93281	14	5	1	5	1	1	12.120357000.120395000	120431276	.	ambiguous	LL	chr12.120368947.120395906
O517_DA_C001KN8	O517_DA_C001KN8_hap2	chr12	120357000	120395000	12	120353731	120666335	38000	38000	1	39000	Archaic	0.93279	14	5	1	5	1	1	12.120357000.120395000	120431276	.	ambiguous	LL	chr12.120368947.120395906
O517_DA_C001KNE	O517_DA_C001KNE_hap1	chr12	120357000	120393000	12	120353731	120666335	36000	36000	1	37000	Archaic	0.91428	12	3	1	3	0	1	12.120357000.120393000	120431276	.	Neandertal	LL	chr12.120368947.120395906
O517_DA_C001KNJ	O517_DA_C001KNJ_hap2	chr12	120357000	120395000	12	120353731	120666335	38000	38000	1	39000	Archaic	0.93399	14	5	1	5	1	1	12.120357000.120395000	120431276	.	ambiguous	LL	chr12.120368947.120395906
O517_DA_C001KNN	O517_DA_C001KNN_hap2	chr12	120357000	120391000	12	120353731	120666335	34000	34000	1	35000	Archaic	0.96362	14	4	1	4	0	1	12.120357000.120391000	120431276	.	Neandertal	HL	chr12.120368947.120395906
O517_DA_C001KNP	O517_DA_C001KNP_hap1	chr12	120357000	120398000	12	120353731	120666335	41000	41000	1	42000	Archaic	0.93532	14	4	1	4	1	1	12.120357000.120398000	120431276	.	ambiguous	HL	chr12.120368947.120395906
O517_DA_C002DBS	O517_DA_C002DBS_hap1	chr12	120357000	120398000	12	120353731	120666335	41000	41000	1	42000	Archaic	0.93392	14	4	1	4	1	1	12.120357000.120398000	120431276	.	ambiguous	HL	chr12.120368947.120395906
191121_FD09254746	191121_FD09254746_hap1	chr12	58455000	58543000	12	58391529	58634980	88000	88000	1	89000	Archaic	0.94272	41	2	1	1	1	1	12.58455000.58543000	58569336	Altai Neanderthal	ambiguous	LL	chr12.58451248.58568114
191121_FD09254746	191121_FD09254746_hap2	chr12	58465000	58559000	12	58391529	58634980	94000	94000	1	95000	Archaic	0.91446	43	2	1	1	1	1	12.58465000.58559000	58569336	Altai Neanderthal	ambiguous	LL	chr12.58451248.58568114
191121_FD09254747	191121_FD09254747_hap1	chr12	58462000	58546000	12	58391529	58634980	84000	84000	1	85000	Archaic	0.93606	40	2	1	1	1	1	12.58462000.58546000	58569336	Altai Neanderthal	ambiguous	LL	chr12.58451248.58568114
191121_FD09254747	191121_FD09254747_hap2	chr12	58464000	58543000	12	58391529	58634980	79000	79000	1	80000	Archaic	0.9493	38	2	1	1	1	1	12.58464000.58543000	58569336	Altai Neanderthal	ambiguous	LL	chr12.58451248.58568114
191121_FD09254755	191121_FD09254755_hap1	chr12	58464000	58542000	12	58391529	58634980	78000	78000	1	79000	Archaic	0.95551	40	2	1	1	1	1	12.58464000.58542000	58569336	Altai Neanderthal	ambiguous	LL	chr12.58451248.58568114
191121_FD09254755	191121_FD09254755_hap2	chr12	58464000	58544000	12	58391529	58634980	80000	80000	1	81000	Archaic	0.94595	38	2	1	1	1	1	12.58464000.58544000	58569336	Altai Neanderthal	ambiguous	LL	chr12.58451248.58568114
191121_FD09254756	191121_FD09254756_hap1	chr12	58465000	58543000	12	58391529	58634980	78000	78000	1	79000	Archaic	0.95242	39	2	1	1	1	1	12.58465000.58543000	58569336	Altai Neanderthal	ambiguous	LL	chr12.58451248.58568114
191121_FD09254756	191121_FD09254756_hap2	chr12	58465000	58547000	12	58391529	58634980	82000	82000	1	83000	Archaic	0.94748	42	2	1	1	1	1	12.58465000.58547000	58569336	Altai Neanderthal	ambiguous	LL	chr12.58451248.58568114
191121_FD09254762	191121_FD09254762_hap2	chr12	58465000	58543000	12	58391529	58634980	78000	78000	1	79000	Archaic	0.95379	38	2	1	1	1	1	12.58465000.58543000	58569336	Altai Neanderthal	ambiguous	LL	chr12.58451248.58568114
191121_FD09254763	191121_FD09254763_hap1	chr12	58459000	58543000	12	58391529	58634980	84000	84000	1	85000	Archaic	0.93461	38	2	1	1	1	1	12.58459000.58543000	58569336	Altai Neanderthal	ambiguous	LL	chr12.58451248.58568114
191121_FD09254763	191121_FD09254763_hap2	chr12	58465000	58543000	12	58391529	58634980	78000	78000	1	79000	Archaic	0.9538	38	2	1	1	1	1	12.58465000.58543000	58569336	Altai Neanderthal	ambiguous	LL	chr12.58451248.58568114
191121_FD09254788	191121_FD09254788_hap1	chr12	58426000	58543000	12	58391529	58634980	117000	117000	1	118000	Archaic	0.94961	44	2	1	1	1	1	12.58426000.58543000	58569336	Altai Neanderthal	ambiguous	LL	chr12.58451248.58568114
191121_FD09254793	191121_FD09254793_hap2	chr12	58465000	58548000	12	58391529	58634980	83000	83000	1	84000	Archaic	0.93438	40	2	1	1	1	1	12.58465000.58548000	58569336	Altai Neanderthal	ambiguous	LL	chr12.58451248.58568114
191121_FD09254794	191121_FD09254794_hap1	chr12	58483000	58547000	12	58391529	58634980	64000	64000	1	65000	Archaic	0.96473	34	2	1	1	1	1	12.58483000.58547000	58569336	Altai Neanderthal	ambiguous	LL	chr12.58451248.58568114
191121_FD09254794	191121_FD09254794_hap2	chr12	58465000	58542000	12	58391529	58634980	77000	77000	1	78000	Archaic	0.95338	40	2	1	1	1	1	12.58465000.58542000	58569336	Altai Neanderthal	ambiguous	LL	chr12.58451248.58568114
191121_FD09254795	191121_FD09254795_hap1	chr12	58469000	58550000	12	58391529	58634980	81000	81000	1	82000	Archaic	0.94395	36	2	1	1	1	1	12.58469000.58550000	58569336	Altai Neanderthal	ambiguous	LL	chr12.58451248.58568114
191121_FD09254795	191121_FD09254795_hap2	chr12	58450000	58548000	12	58391529	58634980	98000	98000	1	99000	Archaic	0.95114	44	2	1	1	1	1	12.58450000.58548000	58569336	Altai Neanderthal	ambiguous	LL	chr12.58451248.58568114
191121_FD09254801	191121_FD09254801_hap2	chr12	58464000	58545000	12	58391529	58634980	81000	81000	1	82000	Archaic	0.94516	41	2	1	1	1	1	12.58464000.58545000	58569336	Altai Neanderthal	ambiguous	LL	chr12.58451248.58568114
191121_FD09254803	191121_FD09254803_hap1	chr12	58464000	58544000	12	58391529	58634980	80000	80000	1	81000	Archaic	0.94791	38	2	1	1	1	1	12.58464000.58544000	58569336	Altai Neanderthal	ambiguous	LL	chr12.58451248.58568114
191121_FD09254803	191121_FD09254803_hap2	chr12	58464000	58544000	12	58391529	58634980	80000	80000	1	81000	Archaic	0.9479	37	2	1	1	1	1	12.58464000.58544000	58569336	Altai Neanderthal	ambiguous	LL	chr12.58451248.58568114
191121_FD09254809	191121_FD09254809_hap1	chr12	58465000	58549000	12	58391529	58634980	84000	84000	1	85000	Archaic	0.93016	39	2	1	1	1	1	12.58465000.58549000	58569336	Altai Neanderthal	ambiguous	LL	chr12.58451248.58568114
191121_FD09254809	191121_FD09254809_hap2	chr12	58465000	58543000	12	58391529	58634980	78000	78000	1	79000	Archaic	0.95387	39	2	1	1	1	1	12.58465000.58543000	58569336	Altai Neanderthal	ambiguous	LL	chr12.58451248.58568114
191121_FD09254811	191121_FD09254811_hap1	chr12	58449000	58579000	12	58391529	58634980	130000	130000	1	131000	Archaic	0.98849	48	32	28	30	0	31	12.58449000.58579000	58569336	Altai Neanderthal	Neandertal	LL	chr12.58451248.58568114
191121_FD09254812	191121_FD09254812_hap1	chr12	58398000	58578000	12	58391529	58634980	180000	180000	1	181000	Archaic	0.97422	67	13	12	10	1	12	12.58398000.58578000	58569336	Altai Neanderthal	Neandertal	LL	chr12.58451248.58568114
191121_FD09254820	191121_FD09254820_hap1	chr12	58464000	58547000	12	58391529	58634980	83000	83000	1	84000	Archaic	0.94807	40	2	1	1	1	1	12.58464000.58547000	58569336	Altai Neanderthal	ambiguous	LL	chr12.58451248.58568114
191121_FD09254820	191121_FD09254820_hap2	chr12	58464000	58544000	12	58391529	58634980	80000	80000	1	81000	Archaic	0.94905	39	2	1	1	1	1	12.58464000.58544000	58569336	Altai Neanderthal	ambiguous	LL	chr12.58451248.58568114
191121_FD09254825	191121_FD09254825_hap2	chr12	58464000	58544000	12	58391529	58634980	80000	80000	1	81000	Archaic	0.94769	38	2	1	1	1	1	12.58464000.58544000	58569336	Altai Neanderthal	ambiguous	LL	chr12.58451248.58568114
191121_FD09254826	191121_FD09254826_hap1	chr12	58462000	58543000	12	58391529	58634980	81000	81000	1	82000	Archaic	0.95422	38	4	2	3	1	3	12.58462000.58543000	58569336	Altai Neanderthal	Neandertal	LL	chr12.58451248.58568114
191121_FD09254833	191121_FD09254833_hap1	chr12	58447000	58557000	12	58391529	58634980	110000	110000	1	111000	Archaic	0.9617	51	9	6	8	1	8	12.58447000.58557000	58569336	Altai Neanderthal	Neandertal	LL	chr12.58451248.58568114
191121_FD09254833	191121_FD09254833_hap2	chr12	58464000	58579000	12	58391529	58634980	115000	115000	1	116000	Archaic	0.9614	42	25	23	23	0	24	12.58464000.58579000	58569336	Altai Neanderthal	Neandertal	LL	chr12.58451248.58568114
191121_FD09254834	191121_FD09254834_hap2	chr12	58450000	58542000	12	58391529	58634980	92000	92000	1	93000	Archaic	0.98991	39	22	20	21	0	21	12.58450000.58542000	58569336	Altai Neanderthal	Neandertal	LL	chr12.58451248.58568114
O517_DA_C001KL3	O517_DA_C001KL3_hap2	chr12	58453000	58543000	12	58391529	58634980	90000	90000	1	91000	Archaic	0.91238	39	2	1	1	1	1	12.58453000.58543000	58569336	Altai Neanderthal	ambiguous	HL	chr12.58451248.58568114
O517_DA_C001KL4	O517_DA_C001KL4_hap1	chr12	58398000	58544000	12	58391529	58634980	146000	146000	1	147000	Archaic	0.97646	57	6	5	4	1	5	12.58398000.58544000	58569336	Altai Neanderthal	Neandertal	HL	chr12.58451248.58568114
O517_DA_C001KL4	O517_DA_C001KL4_hap2	chr12	58464000	58543000	12	58391529	58634980	79000	79000	1	80000	Archaic	0.94893	38	2	1	1	1	1	12.58464000.58543000	58569336	Altai Neanderthal	ambiguous	HL	chr12.58451248.58568114
O517_DA_C001KL7	O517_DA_C001KL7_hap1	chr12	58464000	58544000	12	58391529	58634980	80000	80000	1	81000	Archaic	0.94622	38	2	1	1	1	1	12.58464000.58544000	58569336	Altai Neanderthal	ambiguous	HL	chr12.58451248.58568114
O517_DA_C001KLA	O517_DA_C001KLA_hap2	chr12	58460000	58547000	12	58391529	58634980	87000	87000	1	88000	Archaic	0.93518	39	1	0	0	1	0	12.58460000.58547000	58569336	Altai Neanderthal	Denisova	HL	chr12.58451248.58568114
O517_DA_C001KLC	O517_DA_C001KLC_hap2	chr12	58451000	58544000	12	58391529	58634980	93000	93000	1	94000	Archaic	0.90403	40	2	1	1	1	1	12.58451000.58544000	58569336	Altai Neanderthal	ambiguous	HL	chr12.58451248.58568114
O517_DA_C001KLE	O517_DA_C001KLE_hap1	chr12	58464000	58543000	12	58391529	58634980	79000	79000	1	80000	Archaic	0.95212	38	2	1	1	1	1	12.58464000.58543000	58569336	Altai Neanderthal	ambiguous	HL	chr12.58451248.58568114
O517_DA_C001KLE	O517_DA_C001KLE_hap2	chr12	58397000	58544000	12	58391529	58634980	147000	147000	1	148000	Archaic	0.97817	57	6	5	4	1	5	12.58397000.58544000	58569336	Altai Neanderthal	Neandertal	HL	chr12.58451248.58568114
O517_DA_C001KLF	O517_DA_C001KLF_hap2	chr12	58464000	58577000	12	58391529	58634980	113000	113000	1	114000	Archaic	0.89777	46	3	2	2	1	2	12.58464000.58577000	58569336	Altai Neanderthal	Neandertal	HL	chr12.58451248.58568114
O517_DA_C001KLG	O517_DA_C001KLG_hap2	chr12	58442000	58542000	12	58391529	58634980	100000	100000	1	101000	Archaic	0.91881	44	2	1	1	1	1	12.58442000.58542000	58569336	Altai Neanderthal	ambiguous	HL	chr12.58451248.58568114
O517_DA_C001KLH	O517_DA_C001KLH_hap1	chr12	58464000	58543000	12	58391529	58634980	79000	79000	1	80000	Archaic	0.94942	40	2	1	1	1	1	12.58464000.58543000	58569336	Altai Neanderthal	ambiguous	HL	chr12.58451248.58568114
O517_DA_C001KLH	O517_DA_C001KLH_hap2	chr12	58465000	58543000	12	58391529	58634980	78000	78000	1	79000	Archaic	0.95657	38	2	1	1	1	1	12.58465000.58543000	58569336	Altai Neanderthal	ambiguous	HL	chr12.58451248.58568114
O517_DA_C001KLI	O517_DA_C001KLI_hap1	chr12	58464000	58544000	12	58391529	58634980	80000	80000	1	81000	Archaic	0.94857	38	2	1	1	1	1	12.58464000.58544000	58569336	Altai Neanderthal	ambiguous	HL	chr12.58451248.58568114
O517_DA_C001KLI	O517_DA_C001KLI_hap2	chr12	58461000	58544000	12	58391529	58634980	83000	83000	1	84000	Archaic	0.94086	38	2	1	1	1	1	12.58461000.58544000	58569336	Altai Neanderthal	ambiguous	HL	chr12.58451248.58568114
O517_DA_C001KLK	O517_DA_C001KLK_hap1	chr12	58464000	58542000	12	58391529	58634980	78000	78000	1	79000	Archaic	0.95656	40	2	1	1	1	1	12.58464000.58542000	58569336	Altai Neanderthal	ambiguous	HL	chr12.58451248.58568114
O517_DA_C001KLL	O517_DA_C001KLL_hap1	chr12	58451000	58543000	12	58391529	58634980	92000	92000	1	93000	Archaic	0.90813	40	2	1	1	1	1	12.58451000.58543000	58569336	Altai Neanderthal	ambiguous	HL	chr12.58451248.58568114
O517_DA_C001KLL	O517_DA_C001KLL_hap2	chr12	58450000	58544000	12	58391529	58634980	94000	94000	1	95000	Archaic	0.95062	41	2	1	1	1	1	12.58450000.58544000	58569336	Altai Neanderthal	ambiguous	HL	chr12.58451248.58568114
O517_DA_C001KLN	O517_DA_C001KLN_hap1	chr12	58451000	58544000	12	58391529	58634980	93000	93000	1	94000	Archaic	0.91024	40	2	1	1	1	1	12.58451000.58544000	58569336	Altai Neanderthal	ambiguous	HL	chr12.58451248.58568114
O517_DA_C001KLN	O517_DA_C001KLN_hap2	chr12	58464000	58544000	12	58391529	58634980	80000	80000	1	81000	Archaic	0.94987	38	2	1	1	1	1	12.58464000.58544000	58569336	Altai Neanderthal	ambiguous	HL	chr12.58451248.58568114
O517_DA_C001KLO	O517_DA_C001KLO_hap2	chr12	58464000	58543000	12	58391529	58634980	79000	79000	1	80000	Archaic	0.95144	38	2	1	1	1	1	12.58464000.58543000	58569336	Altai Neanderthal	ambiguous	HL	chr12.58451248.58568114
O517_DA_C001KLP	O517_DA_C001KLP_hap1	chr12	58449000	58578000	12	58391529	58634980	129000	129000	1	130000	Archaic	0.99139	47	31	27	30	0	30	12.58449000.58578000	58569336	Altai Neanderthal	Neandertal	HL	chr12.58451248.58568114
O517_DA_C001KLQ	O517_DA_C001KLQ_hap1	chr12	58455000	58544000	12	58391529	58634980	89000	89000	1	90000	Archaic	0.91445	38	2	1	1	1	1	12.58455000.58544000	58569336	Altai Neanderthal	ambiguous	HL	chr12.58451248.58568114
O517_DA_C001KLQ	O517_DA_C001KLQ_hap2	chr12	58451000	58544000	12	58391529	58634980	93000	93000	1	94000	Archaic	0.91124	40	2	1	1	1	1	12.58451000.58544000	58569336	Altai Neanderthal	ambiguous	HL	chr12.58451248.58568114
O517_DA_C001KLS	O517_DA_C001KLS_hap1	chr12	58455000	58562000	12	58391529	58634980	107000	107000	1	108000	Archaic	0.91426	46	2	1	1	1	1	12.58455000.58562000	58569336	Altai Neanderthal	ambiguous	HL	chr12.58451248.58568114
O517_DA_C001KLS	O517_DA_C001KLS_hap2	chr12	58464000	58544000	12	58391529	58634980	80000	80000	1	81000	Archaic	0.94912	38	2	1	1	1	1	12.58464000.58544000	58569336	Altai Neanderthal	ambiguous	HL	chr12.58451248.58568114
O517_DA_C001KLT	O517_DA_C001KLT_hap2	chr12	58465000	58549000	12	58391529	58634980	84000	84000	1	85000	Archaic	0.93015	37	2	1	1	1	1	12.58465000.58549000	58569336	Altai Neanderthal	ambiguous	HL	chr12.58451248.58568114
O517_DA_C001KLU	O517_DA_C001KLU_hap1	chr12	58463000	58542000	12	58391529	58634980	79000	79000	1	80000	Archaic	0.96051	41	2	1	1	1	1	12.58463000.58542000	58569336	Altai Neanderthal	ambiguous	HL	chr12.58451248.58568114
O517_DA_C001KLU	O517_DA_C001KLU_hap2	chr12	58465000	58543000	12	58391529	58634980	78000	78000	1	79000	Archaic	0.95239	39	2	1	1	1	1	12.58465000.58543000	58569336	Altai Neanderthal	ambiguous	HL	chr12.58451248.58568114
O517_DA_C001KLV	O517_DA_C001KLV_hap2	chr12	58442000	58543000	12	58391529	58634980	101000	101000	1	102000	Archaic	0.91646	43	2	1	1	1	1	12.58442000.58543000	58569336	Altai Neanderthal	ambiguous	HL	chr12.58451248.58568114
